站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58507,20220710136000,26.5,1022.0,16,86,7.2,0.6,10386.3
58519,20220710136000,25.6,1014.3,49,92,1.8,0.6,10003.5
58527,20220710136000,25.4,1019.4,27,346,8.1,1.4,10212.4
58600,20220710136000,10.5,1017.4,85,140,0.3,0.1,10388.6
58606,20220710136000,28.5,1001.9,16,74,10.1,0.2,10431.6
58608,20220710136000,20.1,1007.9,27,196,13.5,1.0,10171.7
58622,20220710136000,24.9,1021.9,48,169,13.3,1.3,10117.3
58626,20220710136000,13.0,1018.0,36,8,14.6,1.5,10218.3
58634,20220710136000,6.9,1003.8,69,84,11.4,0.7,10384.6
58637,20220710136000,26.8,1018.5,3,343,8.2,0.0,10201.1
58705,20220710136000,6.1,1024.7,73,2,4.8,0.7,10465.7
58715,20220710136000,27.7,1011.4,92,298,9.9,1.0,10082.5
58718,20220710136000,19.2,1002.5,48,198,4.8,0.8,10493.7
58806,20220710136000,35.0,1013.4,86,303,1.7,0.0,10393.5
58813,20220710136000,9.6,1009.3,31,128,7.3,1.5,10221.8
59092,20220710136000,16.9,1001.4,15,85,12.1,0.5,10361.4
59102,20220710136000,3.1,1013.5,62,60,3.5,0.9,10394.5
54236,20220710136000,28.9,1015.7,26,81,12.8,0.7,10261.7
54237,20220710136000,19.9,1022.1,15,356,12.1,0.9,10125.2
54243,20220710136000,18.9,1019.2,56,8,7.8,1.3,10070.5
54254,20220710136000,29.2,1016.8,29,52,1.3,0.5,10453.4
54259,20220710136000,23.5,1010.0,63,335,2.7,0.8,10155.4
54324,20220710136000,26.8,1021.1,25,233,10.4,1.4,10309.0
54326,20220710136000,7.6,1012.2,67,104,13.9,0.1,10361.7
54333,20220710136000,21.5,1014.9,70,327,2.2,0.1,10173.3
54334,20220710136000,4.3,1004.3,84,197,4.1,0.6,10023.9
54335,20220710136000,15.6,1011.1,13,28,3.9,0.4,10377.3
54337,20220710136000,30.9,1024.6,37,232,11.6,1.4,10247.6
54339,20220710136000,9.1,1002.1,93,135,12.0,1.3,10225.5
54342,20220710136000,1.2,1001.0,39,73,0.1,1.4,10406.6
54346,20220710136000,13.8,1008.5,47,222,10.8,0.6,10087.8
54349,20220710136000,32.5,1013.6,78,274,2.4,1.3,10482.1
54351,20220710136000,8.0,1007.7,68,208,14.3,1.1,10363.5
54353,20220710136000,11.5,1015.8,23,233,8.3,0.1,10268.3
54365,20220710136000,9.6,1009.0,21,358,5.5,0.2,10251.6
54452,20220710136000,28.1,1022.1,85,84,12.2,0.9,10006.4
54454,20220710136000,2.0,1000.1,77,189,14.3,1.1,10341.9
54455,20220710136000,0.6,1014.0,65,47,3.0,0.3,10112.0
54470,20220710136000,34.8,1011.7,71,92,13.7,0.2,10123.0
54471,20220710136000,22.0,1003.8,24,339,8.6,0.7,10363.7
54472,20220710136000,14.2,1015.3,86,196,14.4,1.3,10157.9
54476,20220710136000,5.2,1018.9,35,229,1.4,0.3,10247.6
54486,20220710136000,17.4,1022.7,61,351,4.4,0.6,10108.2
54493,20220710136000,32.5,1007.7,47,275,13.2,0.5,10178.8
54497,20220710136000,21.2,1023.7,62,118,4.7,0.2,10005.3
54563,20220710136000,15.1,1017.4,33,284,11.8,1.0,10114.1
54579,20220710136000,5.2,1006.6,54,152,1.3,0.9,10473.1
54584,20220710136000,18.6,1026.3,60,50,11.7,0.1,10101.6
54660,20220710136000,11.1,1024.0,4,107,10.4,0.8,10022.8
54662,20220710136000,13.1,1025.4,32,237,2.6,0.7,10316.5
50425,20220710136000,34.9,1010.9,99,283,0.5,1.5,10471.9
50434,20220710136000,12.5,1009.1,12,248,5.9,1.5,10379.7
50514,20220710136000,20.4,1015.8,89,297,0.5,0.4,10252.9
50527,20220710136000,1.9,1014.5,42,133,12.5,0.1,10256.4
50548,20220710136000,30.2,1008.5,97,91,7.6,0.6,10209.6
50603,20220710136000,17.3,1026.3,3,325,1.6,0.5,10121.9
50618,20220710136000,32.3,1022.4,57,356,6.3,0.1,10496.8
50632,20220710136000,3.5,1002.2,31,80,14.9,0.0,10264.1
50639,20220710136000,32.9,1024.6,8,289,9.1,1.1,10001.8
50727,20220710136000,31.6,1006.7,68,174,0.2,1.3,10087.4
50834,20220710136000,28.5,1006.0,45,356,6.9,0.1,10201.8
50838,20220710136000,18.4,1017.6,40,193,13.5,0.9,10103.6
50915,20220710136000,28.1,1004.5,31,161,14.6,1.3,10238.0
50924,20220710136000,10.4,1022.8,76,240,14.7,0.3,10150.0
52267,20220710136000,23.0,1023.4,74,137,4.9,0.9,10250.4
52495,20220710136000,31.8,1022.2,20,295,6.8,1.4,10058.2
52576,20220710136000,9.2,1014.9,46,300,2.5,0.7,10243.8
53068,20220710136000,25.8,1025.0,44,63,6.0,1.5,10142.2
53083,20220710136000,5.7,1012.4,38,116,13.0,1.4,10060.8
53149,20220710136000,2.1,1007.9,92,321,5.6,0.2,10215.3
53192,20220710136000,25.5,1015.0,70,282,5.0,1.0,10026.1
53195,20220710136000,34.5,1003.7,76,268,5.9,0.3,10266.3
53276,20220710136000,4.7,1008.2,88,318,10.6,0.9,10418.4
53336,20220710136000,0.6,1001.9,12,108,12.3,1.1,10060.7
53352,20220710136000,15.1,1015.3,83,289,13.4,1.5,10142.3
53362,20220710136000,33.2,1025.7,15,63,1.1,1.3,10210.8
53367,20220710136000,32.5,1009.0,28,39,5.2,0.3,10007.6
53391,20220710136000,16.5,1013.7,56,109,8.1,1.5,10236.3
53446,20220710136000,12.5,1004.0,44,301,8.5,1.3,10307.4
53463,20220710136000,10.5,1000.8,42,147,9.5,1.1,10406.2
53480,20220710136000,12.2,1019.9,35,139,11.1,0.5,10444.0
53502,20220710136000,31.4,1004.1,41,306,2.0,0.0,10302.0
53513,20220710136000,15.7,1024.3,98,291,13.3,0.0,10268.7
53529,20220710136000,30.5,1024.2,55,310,14.5,1.5,10209.2
53543,20220710136000,22.9,1020.5,21,151,0.4,1.0,10442.2
53547,20220710136000,6.1,1023.7,3,121,4.6,1.4,10076.2
53602,20220710136000,16.2,1008.5,88,220,0.3,0.4,10388.4
54012,20220710136000,14.9,1014.5,88,39,4.7,0.5,10181.7
54026,20220710136000,4.6,1010.1,51,49,14.8,1.0,10103.2
54027,20220710136000,34.5,1022.1,24,161,4.6,0.9,10372.8
54102,20220710136000,34.7,1020.4,16,120,6.4,0.2,10226.1
54115,20220710136000,27.0,1022.3,17,338,2.3,1.2,10356.4
54134,20220710136000,2.7,1009.4,71,127,4.2,1.3,10288.0
54135,20220710136000,11.3,1010.8,2,26,2.2,0.4,10403.1
54208,20220710136000,31.4,1015.1,24,92,13.0,1.4,10234.5
54213,20220710136000,17.0,1020.4,6,224,13.9,1.4,10145.8
54218,20220710136000,26.2,1025.0,97,136,13.1,1.1,10099.0
54226,20220710136000,7.8,1005.7,17,56,8.5,0.1,10438.3
53519,20220710136000,13.8,1001.5,84,99,10.1,0.6,10190.1
53612,20220710136000,0.9,1004.8,65,358,14.4,1.3,10028.6
53614,20220710136000,30.6,1018.3,22,199,2.5,1.4,10121.2
53615,20220710136000,19.3,1018.7,95,91,7.9,1.4,10280.6
53704,20220710136000,6.0,1004.4,15,316,12.5,1.3,10401.2
53705,20220710136000,20.6,1008.7,48,322,10.7,1.1,10133.7
53723,20220710136000,7.6,1001.9,87,272,3.0,0.0,10318.0
53806,20220710136000,26.0,1020.6,31,354,1.5,1.2,10165.5
53810,20220710136000,26.5,1022.2,98,280,1.8,0.7,10014.1
53817,20220710136000,6.6,1014.3,45,264,12.2,1.1,10338.8
53903,20220710136000,23.4,1001.8,27,76,9.4,0.0,10442.5
53910,20220710136000,8.3,1005.7,72,164,9.8,0.1,10346.7
51886,20220710136000,32.0,1012.9,97,349,6.8,1.3,10400.5
52602,20220710136000,2.5,1024.8,11,154,7.3,0.6,10033.7
52633,20220710136000,17.2,1014.9,97,298,0.9,0.6,10360.0
52645,20220710136000,15.6,1021.2,47,32,6.1,1.3,10054.7
52657,20220710136000,19.1,1003.7,68,115,10.3,1.5,10121.3
52707,20220710136000,25.3,1010.5,60,71,2.0,0.9,10418.9
52713,20220710136000,14.2,1013.1,57,132,7.7,0.8,10044.5
52737,20220710136000,3.9,1013.7,89,303,6.6,1.4,10041.1
52754,20220710136000,33.7,1000.8,45,339,12.7,0.7,10298.2
52765,20220710136000,17.0,1019.1,5,72,8.8,0.7,10474.6
52818,20220710136000,14.4,1005.2,14,284,6.0,1.3,10300.2
52825,20220710136000,8.7,1013.5,19,187,10.2,0.2,10257.9
52833,20220710136000,23.5,1024.0,50,40,14.5,1.3,10433.7
52836,20220710136000,11.6,1017.8,11,233,3.4,0.2,10284.1
52842,20220710136000,8.4,1001.9,26,103,6.4,1.0,10452.1
52856,20220710136000,23.5,1000.1,37,284,3.6,1.0,10449.4
52866,20220710136000,31.4,1026.1,14,43,10.3,0.3,10016.7
52868,20220710136000,26.1,1014.0,8,213,1.9,0.9,10482.9
52876,20220710136000,6.3,1011.9,37,220,11.3,0.9,10165.6
52908,20220710136000,9.4,1015.1,55,346,1.4,1.0,10174.0
52943,20220710136000,27.9,1011.5,15,15,10.8,1.5,10204.5
52955,20220710136000,11.5,1011.4,75,32,0.5,0.5,10028.8
52974,20220710136000,24.4,1011.4,65,271,8.5,0.4,10123.9
56004,20220710136000,11.1,1007.5,31,240,1.8,0.5,10323.2
56018,20220710136000,19.1,1023.2,9,345,2.4,1.4,10240.1
56021,20220710136000,29.7,1023.7,92,6,14.8,0.2,10110.9
56029,20220710136000,13.0,1009.9,97,131,10.0,0.1,10422.3
56033,20220710136000,7.1,1013.5,31,226,13.1,0.5,10111.1
56034,20220710136000,10.4,1017.1,5,294,7.5,1.2,10326.5
56043,20220710136000,23.8,1010.2,4,164,9.1,0.3,10441.8
56046,20220710136000,12.3,1023.0,42,317,1.4,1.3,10298.0
56065,20220710136000,1.4,1013.2,96,164,12.0,0.2,10491.7
56067,20220710136000,6.8,1012.2,9,242,8.5,0.4,10192.0
56125,20220710136000,23.8,1004.9,60,312,11.8,1.5,10051.0
56151,20220710136000,27.2,1026.2,28,350,7.7,0.0,10352.1
54715,20220710136000,29.3,1016.3,29,62,6.2,1.5,10187.7
54725,20220710136000,10.1,1010.9,10,95,13.8,1.0,10215.7
54727,20220710136000,23.5,1008.6,79,76,1.5,0.2,10449.8
54744,20220710136000,2.8,1010.5,46,64,6.9,0.1,10010.4
54751,20220710136000,27.0,1004.5,47,221,0.3,1.4,10432.0
54753,20220710136000,24.7,1023.2,76,60,0.3,0.0,10171.6
54764,20220710136000,33.1,1001.6,27,305,14.3,0.0,10052.8
54774,20220710136000,15.9,1011.6,51,276,5.1,1.1,10030.1
54776,20220710136000,7.3,1011.2,40,280,1.8,1.4,10319.6
54808,20220710136000,13.0,1006.4,71,161,11.6,0.1,10182.5
54823,20220710136000,15.6,1008.4,31,82,13.8,0.0,10070.6
54826,20220710136000,6.3,1020.2,82,213,10.9,1.1,10342.6
54836,20220710136000,28.1,1016.2,83,85,5.7,0.9,10023.0
54842,20220710136000,10.6,1015.4,20,110,12.4,1.3,10070.2
54843,20220710136000,21.1,1008.9,39,232,6.6,0.8,10195.9
54857,20220710136000,19.9,1009.8,7,289,4.0,0.7,10426.8
54863,20220710136000,9.0,1021.9,25,354,0.6,0.6,10052.7
54909,20220710136000,14.1,1000.9,9,220,8.9,0.8,10222.8
54916,20220710136000,32.2,1001.9,40,137,0.6,0.1,10406.4
54929,20220710136000,13.3,1017.6,49,312,2.9,1.0,10247.9
54936,20220710136000,2.8,1010.5,56,173,12.1,1.5,10173.4
54945,20220710136000,8.9,1007.9,91,183,11.9,0.2,10440.4
58034,20220710136000,1.0,1014.0,32,143,0.2,0.2,10479.9
53478,20220710136000,27.0,1012.3,55,304,0.4,1.5,10228.4
53487,20220710136000,5.5,1001.4,90,326,5.7,0.8,10420.4
53490,20220710136000,29.5,1007.3,71,58,1.7,0.8,10241.5
53564,20220710136000,13.9,1024.3,43,246,9.3,0.5,10105.0
53578,20220710136000,13.8,1017.4,55,57,0.2,0.8,10166.7
53579,20220710136000,24.1,1006.8,10,323,12.5,0.2,10336.1
53588,20220710136000,14.1,1000.2,30,74,12.7,0.7,10415.1
53594,20220710136000,8.5,1012.9,32,243,7.7,1.3,10379.6
53663,20220710136000,0.3,1012.0,4,70,14.9,1.3,10246.7
53664,20220710136000,28.6,1010.9,22,329,8.5,1.0,10295.0
53673,20220710136000,34.6,1022.5,2,226,8.4,1.0,10319.0
53687,20220710136000,19.6,1019.4,38,227,14.8,0.0,10389.7
53764,20220710136000,31.0,1000.8,25,349,9.3,0.7,10184.8
53772,20220710136000,3.5,1013.0,100,355,5.9,0.4,10129.4
53775,20220710136000,22.3,1021.6,9,308,14.1,0.6,10099.7
53787,20220710136000,24.3,1020.6,72,158,8.0,1.2,10081.3
53853,20220710136000,3.4,1005.4,41,9,2.4,0.8,10078.2
53859,20220710136000,4.6,1024.7,31,322,8.7,0.5,10279.6
53863,20220710136000,18.1,1013.0,15,35,1.2,0.3,10353.4
53868,20220710136000,7.0,1022.4,15,303,8.5,0.9,10373.4
53877,20220710136000,33.8,1019.1,20,280,7.5,0.8,10388.4
53882,20220710136000,31.2,1011.8,22,239,2.6,0.3,10400.3
53884,20220710136000,28.2,1022.0,93,184,14.2,1.0,10289.1
53959,20220710136000,21.1,1001.0,69,262,12.4,0.2,10244.3
53963,20220710136000,6.6,1025.0,67,60,6.6,1.0,10450.4
53968,20220710136000,0.4,1025.0,91,314,13.0,1.5,10457.1
53975,20220710136000,3.6,1018.5,49,22,0.2,1.2,10044.7
57052,20220710136000,29.1,1017.2,51,321,9.0,0.6,10032.8
53646,20220710136000,16.0,1010.0,9,26,2.7,0.6,10156.2
53651,20220710136000,6.4,1011.4,88,300,1.6,0.1,10023.6
53725,20220710136000,30.0,1001.6,1,55,0.8,1.2,10109.5
53735,20220710136000,7.3,1022.7,69,326,9.7,1.4,10016.4
53738,20220710136000,16.3,1026.1,23,341,14.8,1.0,10129.3
53740,20220710136000,22.4,1009.9,39,34,2.5,0.1,10306.1
53754,20220710136000,16.3,1023.2,1,121,5.0,1.3,10013.7
53845,20220710136000,20.2,1011.1,27,120,9.6,0.2,10402.2
53854,20220710136000,22.0,1010.6,35,140,5.9,1.2,10497.3
53929,20220710136000,0.6,1011.9,66,246,5.0,0.8,10022.3
53942,20220710136000,31.5,1019.1,75,109,3.8,1.1,10298.8
53948,20220710136000,23.5,1003.1,12,48,2.9,0.5,10185.7
53955,20220710136000,17.0,1009.5,96,100,5.3,0.5,10135.1
57003,20220710136000,18.2,1018.4,87,312,13.0,0.3,10128.8
57025,20220710136000,14.4,1011.7,20,98,13.9,1.4,10461.8
57028,20220710136000,22.9,1001.6,43,130,4.9,0.5,10219.7
57030,20220710136000,2.4,1003.9,40,166,13.1,0.2,10433.7
57034,20220710136000,13.0,1008.2,80,357,10.8,1.3,10046.0
57037,20220710136000,3.2,1023.5,30,201,13.0,0.4,10361.1
57046,20220710136000,17.0,1015.4,12,10,6.5,0.1,10374.0
57048,20220710136000,15.9,1011.5,40,335,5.4,1.0,10363.6
57049,20220710136000,17.6,1025.9,80,241,13.3,0.2,10270.8
57106,20220710136000,34.6,1021.4,42,52,5.2,0.2,10159.8
57124,20220710136000,0.8,1021.2,86,293,1.7,1.2,10021.3
57127,20220710136000,24.8,1008.1,25,1,1.3,0.3,10242.8
57131,20220710136000,13.9,1003.8,50,124,0.9,0.4,10183.9
57134,20220710136000,4.9,1003.6,98,15,2.0,0.2,10496.4
57140,20220710136000,1.8,1006.7,23,186,8.4,1.1,10320.9
57143,20220710136000,9.0,1017.1,16,168,10.9,0.3,10434.9
57144,20220710136000,10.2,1014.4,90,212,4.9,1.4,10256.6
57154,20220710136000,26.0,1007.0,76,192,11.1,1.2,10226.3
57211,20220710136000,15.4,1010.9,8,278,2.6,0.5,10213.9
57232,20220710136000,27.9,1023.6,25,136,14.9,0.7,10176.9
57238,20220710136000,18.3,1015.0,98,231,3.6,1.0,10251.4
57245,20220710136000,2.3,1021.3,74,247,0.0,0.4,10233.0
57343,20220710136000,5.0,1010.1,92,348,4.2,1.0,10473.6
58362,20220710136000,28.2,1001.7,24,12,12.3,1.2,10187.3
56038,20220710136000,32.1,1014.9,5,72,12.2,0.5,10382.4
56079,20220710136000,24.2,1009.1,93,266,2.1,0.9,10175.6
56144,20220710136000,18.4,1023.7,98,126,4.5,0.0,10098.2
56146,20220710136000,3.0,1002.8,45,267,12.0,0.8,10034.9
56152,20220710136000,26.2,1006.8,41,349,5.9,0.8,10330.9
56167,20220710136000,17.8,1015.2,71,212,14.5,0.2,10155.0
56172,20220710136000,31.7,1014.9,36,31,9.8,0.0,10317.9
56173,20220710136000,21.2,1000.7,16,312,11.1,1.1,10151.3
56178,20220710136000,21.7,1005.4,83,129,9.7,0.6,10388.1
56182,20220710136000,8.8,1021.6,5,300,7.3,0.2,10104.9
56187,20220710136000,28.1,1016.3,75,47,1.9,0.6,10399.7
56188,20220710136000,34.0,1000.4,60,244,6.7,1.0,10363.7
56196,20220710136000,33.5,1019.8,40,183,1.7,1.0,10414.9
56247,20220710136000,11.0,1010.3,44,16,12.1,0.3,10466.3
56251,20220710136000,18.3,1024.1,50,247,11.6,1.1,10181.8
56257,20220710136000,9.8,1013.0,86,177,3.2,0.0,10153.0
56287,20220710136000,34.2,1003.3,23,209,1.3,0.2,10202.7
56357,20220710136000,31.9,1013.6,38,211,13.4,0.0,10305.6
56374,20220710136000,12.1,1004.6,45,104,0.9,1.3,10469.2
56385,20220710136000,2.5,1016.0,79,238,5.8,0.3,10399.4
56386,20220710136000,30.0,1012.1,2,1,8.6,0.8,10215.7
56459,20220710136000,14.4,1015.1,15,354,12.4,1.1,10382.6
56462,20220710136000,34.2,1009.0,14,326,11.9,0.1,10003.2
56475,20220710136000,24.6,1001.4,95,28,2.6,1.2,10172.7
56479,20220710136000,9.6,1011.7,55,234,4.9,0.7,10192.7
56485,20220710136000,27.9,1015.9,38,17,11.7,0.0,10428.1
56492,20220710136000,0.7,1016.2,9,42,4.5,0.1,10460.5
56565,20220710136000,14.3,1016.2,44,254,8.8,1.4,10472.1
56571,20220710136000,25.9,1018.0,34,319,9.8,1.5,10122.1
56666,20220710136000,19.0,1016.0,94,334,2.6,0.3,10294.4
56671,20220710136000,17.5,1008.2,47,47,14.6,1.1,10404.1
57206,20220710136000,33.8,1011.0,63,355,11.3,0.9,10370.7
57237,20220710136000,23.1,1022.8,58,38,10.6,1.0,10235.9
57306,20220710136000,17.4,1022.5,45,193,7.7,0.5,10424.2
57313,20220710136000,24.4,1009.7,64,239,5.9,0.1,10391.2
57314,20220710136000,6.2,1021.8,81,247,4.9,1.0,10363.1
57328,20220710136000,19.3,1001.0,58,287,9.3,1.0,10291.2
57405,20220710136000,22.9,1006.1,57,185,8.6,0.4,10084.9
57411,20220710136000,9.7,1016.1,51,79,11.4,0.1,10252.1
57503,20220710136000,11.6,1013.6,10,79,4.5,1.4,10018.4
57604,20220710136000,31.1,1005.6,35,232,3.6,0.7,10368.1
57608,20220710136000,27.4,1012.2,18,141,11.5,0.1,10271.2
54525,20220710136000,26.8,1007.0,98,147,11.7,1.1,10187.7
54527,20220710136000,1.2,1019.7,10,254,9.1,1.4,10494.6
54623,20220710136000,28.6,1002.2,18,334,9.9,1.5,10053.3
55228,20220710136000,28.0,1006.9,78,129,5.3,0.3,10161.5
55248,20220710136000,12.3,1015.0,91,272,14.6,1.5,10400.0
55279,20220710136000,5.9,1012.4,31,186,0.3,0.7,10099.3
55294,20220710136000,28.0,1010.7,39,132,7.6,1.1,10312.7
55299,20220710136000,26.6,1016.0,65,25,10.4,1.4,10399.7
55437,20220710136000,16.7,1011.9,38,228,1.1,1.5,10120.6
55472,20220710136000,9.4,1004.1,45,232,6.0,0.7,10057.1
55493,20220710136000,2.7,1016.1,72,0,8.0,0.9,10477.3
55569,20220710136000,2.5,1003.4,12,174,12.9,0.7,10061.7
55578,20220710136000,4.9,1005.1,87,135,11.2,1.1,10179.5
55585,20220710136000,22.3,1020.0,29,11,12.6,0.8,10113.3
55591,20220710136000,32.5,1024.9,75,53,1.8,0.1,10356.3
55598,20220710136000,23.3,1011.4,7,337,8.0,0.1,10064.4
55655,20220710136000,28.7,1006.1,96,127,1.8,0.9,10360.0
55664,20220710136000,33.7,1010.4,23,344,11.6,0.2,10264.0
55680,20220710136000,34.4,1024.0,45,262,7.6,0.6,10206.7
55681,20220710136000,18.4,1012.8,50,283,12.7,1.1,10093.9
55690,20220710136000,6.4,1020.1,97,250,2.4,1.2,10382.2
55696,20220710136000,2.7,1012.0,66,255,13.4,1.1,10401.3
55773,20220710136000,31.6,1009.8,20,244,1.5,0.3,10059.3
56106,20220710136000,12.1,1008.4,15,36,10.4,0.7,10429.5
56116,20220710136000,20.2,1018.2,84,32,0.0,0.8,10489.6
56137,20220710136000,9.6,1017.9,33,149,14.9,0.5,10302.0
56202,20220710136000,8.4,1022.0,24,38,7.5,0.7,10336.1
56223,20220710136000,18.3,1011.3,62,203,14.4,1.1,10472.5
56227,20220710136000,31.4,1023.5,55,291,11.2,1.0,10388.1
56312,20220710136000,6.2,1017.7,39,69,9.6,1.0,10260.9
56331,20220710136000,8.0,1005.0,55,11,10.5,0.9,10499.8
56434,20220710136000,12.7,1002.7,6,344,13.3,1.0,10164.8
51053,20220710136000,26.2,1017.1,32,278,8.6,0.9,10402.8
51059,20220710136000,2.3,1000.7,86,175,4.9,0.3,10449.3
51060,20220710136000,18.7,1006.5,67,203,1.7,0.4,10473.9
51068,20220710136000,29.3,1009.5,49,294,7.2,0.5,10302.0
51076,20220710136000,2.0,1009.9,39,265,12.0,0.5,10319.8
51087,20220710136000,8.7,1026.1,25,299,8.4,0.5,10162.8
51133,20220710136000,29.2,1014.6,84,219,8.4,1.4,10294.6
51156,20220710136000,24.2,1014.5,1,66,2.0,1.3,10064.6
51186,20220710136000,32.8,1011.4,12,312,3.0,0.1,10291.5
51232,20220710136000,0.7,1017.0,5,311,12.6,0.1,10442.7
51238,20220710136000,34.5,1020.7,50,134,13.1,1.3,10411.6
51241,20220710136000,25.2,1013.0,52,240,10.7,1.1,10099.0
51243,20220710136000,15.5,1026.2,80,85,0.7,0.2,10102.4
51288,20220710136000,31.7,1003.3,68,262,11.3,0.7,10496.3
51330,20220710136000,15.6,1013.9,80,52,4.7,1.3,10158.8
51334,20220710136000,10.4,1004.1,76,347,0.1,0.2,10133.2
51346,20220710136000,25.2,1013.7,67,288,3.2,0.1,10399.7
51358,20220710136000,26.2,1002.6,44,30,13.4,1.0,10258.2
51365,20220710136000,18.5,1009.5,82,260,4.0,0.1,10230.8
51367,20220710136000,1.8,1020.7,43,39,10.8,0.5,10383.9
51379,20220710136000,30.8,1012.5,86,351,2.5,1.1,10255.4
51431,20220710136000,22.2,1023.7,26,268,9.3,0.0,10139.7
51433,20220710136000,0.6,1025.0,56,180,1.6,0.0,10426.6
51437,20220710136000,26.9,1023.7,66,15,4.1,0.4,10169.2
51463,20220710136000,26.3,1010.4,33,92,2.5,0.5,10239.1
51467,20220710136000,2.1,1024.3,97,241,2.7,0.1,10068.9
51469,20220710136000,0.5,1002.2,40,2,7.2,0.6,10121.9
51470,20220710136000,15.8,1015.5,57,38,3.4,0.9,10273.8
51477,20220710136000,34.0,1006.3,60,7,1.3,0.3,10230.2
51495,20220710136000,9.3,1007.1,25,222,13.6,1.2,10493.6
51526,20220710136000,32.3,1013.5,65,148,8.7,0.3,10207.8
51542,20220710136000,21.8,1001.2,79,284,3.9,0.6,10323.0
51567,20220710136000,19.9,1022.9,49,89,14.3,0.4,10275.5
51573,20220710136000,2.1,1006.6,70,276,11.4,1.3,10297.1
51581,20220710136000,17.6,1002.7,46,338,11.2,0.5,10257.5
51628,20220710136000,10.8,1005.6,2,74,2.0,1.1,10370.0
51633,20220710136000,11.3,1009.7,74,133,2.7,1.0,10307.8
51639,20220710136000,30.5,1018.0,12,18,3.3,0.4,10338.1
51642,20220710136000,8.8,1009.5,17,120,4.4,0.1,10435.5
51644,20220710136000,14.5,1019.7,78,71,13.8,0.6,10377.6
51655,20220710136000,18.0,1006.4,96,300,13.1,0.9,10455.2
51656,20220710136000,29.7,1000.8,89,170,7.5,1.5,10486.9
51701,20220710136000,24.3,1005.7,35,68,5.9,1.0,10371.1
51704,20220710136000,29.9,1002.8,80,73,13.5,0.8,10452.7
51705,20220710136000,10.7,1007.1,2,177,0.5,0.0,10309.9
51709,20220710136000,31.9,1009.9,12,129,1.4,0.7,10299.1
51711,20220710136000,8.4,1013.2,93,220,13.6,0.2,10496.8
51716,20220710136000,19.0,1020.1,70,352,4.4,1.3,10389.3
51720,20220710136000,5.8,1013.4,42,138,5.0,1.0,10031.5
51730,20220710136000,33.4,1013.7,5,274,1.4,0.7,10265.3
51747,20220710136000,14.8,1026.3,27,350,7.1,1.4,10471.4
51765,20220710136000,8.7,1007.7,83,95,7.8,0.0,10265.8
51777,20220710136000,12.8,1020.8,25,256,6.4,0.9,10483.2
51804,20220710136000,7.3,1014.4,62,252,5.2,0.6,10247.4
51810,20220710136000,29.4,1014.8,14,26,10.4,0.8,10331.0
51811,20220710136000,32.8,1007.8,91,224,5.5,0.5,10228.0
51818,20220710136000,2.8,1009.0,52,308,3.0,0.0,10060.3
51828,20220710136000,15.1,1023.8,32,51,0.5,1.2,10299.2
51839,20220710136000,1.5,1016.2,55,325,4.8,0.8,10350.4
51855,20220710136000,18.5,1015.3,41,349,11.6,0.2,10494.8
51931,20220710136000,28.7,1023.3,58,27,8.0,1.3,10366.0
52101,20220710136000,20.1,1001.4,85,99,8.2,0.3,10499.8
52112,20220710136000,24.3,1011.6,7,166,7.6,0.5,10393.3
52118,20220710136000,1.0,1001.9,48,238,13.7,1.1,10177.2
52203,20220710136000,10.4,1008.4,25,281,12.5,0.6,10471.3
52313,20220710136000,27.8,1010.5,9,352,8.4,0.0,10107.5
56444,20220710136000,1.0,1009.2,2,306,12.1,0.8,10397.1
56533,20220710136000,13.4,1019.9,29,223,10.0,1.5,10315.2
56543,20220710136000,20.2,1001.4,61,106,13.5,0.8,10239.5
56548,20220710136000,26.3,1023.8,70,270,6.3,0.5,10307.9
56586,20220710136000,23.1,1015.0,74,96,7.9,0.2,10319.8
56643,20220710136000,9.9,1020.9,27,89,0.5,1.4,10108.4
56651,20220710136000,12.1,1002.1,26,296,4.7,1.3,10445.7
56664,20220710136000,24.3,1015.2,24,315,4.2,0.0,10477.9
56684,20220710136000,20.2,1018.1,60,215,9.1,0.8,10080.9
56739,20220710136000,0.4,1013.1,46,265,9.7,1.2,10497.0
56748,20220710136000,11.0,1022.0,52,222,11.2,0.9,10355.6
56751,20220710136000,14.4,1011.6,7,214,4.0,0.9,10119.3
56763,20220710136000,23.6,1022.8,8,31,14.4,1.1,10267.6
56768,20220710136000,6.8,1015.8,71,151,6.4,1.5,10443.9
56778,20220710136000,32.1,1010.9,64,17,7.0,1.5,10156.5
56786,20220710136000,6.3,1008.6,43,205,11.2,0.0,10128.7
56838,20220710136000,6.6,1005.4,83,228,0.2,0.9,10215.8
56856,20220710136000,3.6,1000.0,78,75,11.4,1.5,10315.4
56872,20220710136000,11.5,1022.3,35,2,5.2,1.4,10024.1
56875,20220710136000,4.2,1020.7,92,78,6.3,0.1,10114.8
56886,20220710136000,11.3,1019.9,45,350,11.3,1.4,10365.7
56946,20220710136000,35.0,1011.4,50,143,13.0,1.5,10089.7
56950,20220710136000,33.2,1002.4,97,114,13.9,1.4,10448.0
56951,20220710136000,33.1,1009.0,81,328,14.9,1.1,10190.4
56954,20220710136000,3.2,1004.2,32,290,14.3,1.1,10319.1
