站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58507,20220903013410,27.9,1002.5,56,66,6.3,0.3,10108.5
58519,20220903013410,20.9,1015.2,80,128,11.3,1.5,10386.4
58527,20220903013410,15.4,1016.8,91,157,6.5,0.7,10477.7
58600,20220903013410,20.2,1025.8,20,339,9.3,0.3,10423.7
58606,20220903013410,11.4,1005.3,19,114,10.3,0.1,10348.4
58608,20220903013410,3.7,1016.1,81,128,14.0,0.8,10035.9
58622,20220903013410,20.8,1001.3,93,252,11.2,1.5,10008.2
58626,20220903013410,23.2,1005.1,82,324,7.6,0.8,10496.0
58634,20220903013410,12.8,1007.1,63,8,5.6,0.0,10343.9
58637,20220903013410,27.7,1012.7,77,258,1.5,0.4,10493.5
58705,20220903013410,4.4,1009.3,88,198,0.2,1.5,10078.4
58715,20220903013410,30.7,1008.4,33,357,12.3,0.5,10100.8
58718,20220903013410,34.1,1009.7,18,315,4.9,1.1,10279.9
58806,20220903013410,11.8,1005.9,71,249,2.3,0.6,10060.1
58813,20220903013410,2.1,1013.0,59,344,7.3,0.9,10302.2
59092,20220903013410,29.8,1022.7,99,263,14.3,0.6,10209.7
59102,20220903013410,14.7,1006.6,35,82,1.3,0.7,10456.1
54236,20220903013410,11.7,1022.9,33,234,5.0,1.5,10167.7
54237,20220903013410,15.8,1022.3,92,15,5.8,0.6,10108.8
54243,20220903013410,22.0,1010.2,67,3,12.4,0.8,10189.1
54254,20220903013410,11.0,1008.2,52,68,4.5,0.5,10169.9
54259,20220903013410,31.1,1009.0,60,247,12.7,0.4,10442.3
54324,20220903013410,19.3,1014.4,45,153,0.2,1.2,10276.0
54326,20220903013410,23.0,1024.8,81,169,3.7,0.6,10392.2
54333,20220903013410,30.3,1021.0,72,114,1.2,0.7,10473.4
54334,20220903013410,28.8,1000.0,38,77,10.3,0.8,10248.4
54335,20220903013410,27.0,1021.7,46,301,9.1,1.0,10212.3
54337,20220903013410,19.1,1013.8,36,41,11.8,1.5,10300.6
54339,20220903013410,20.3,1013.8,75,99,13.3,1.4,10451.2
54342,20220903013410,26.5,1003.6,81,164,3.3,0.1,10072.7
54346,20220903013410,1.0,1008.5,19,170,0.8,0.3,10403.0
54349,20220903013410,16.3,1018.2,100,109,8.5,1.4,10255.6
54351,20220903013410,17.0,1005.9,21,21,12.4,0.7,10199.2
54353,20220903013410,14.0,1022.5,35,124,1.8,1.0,10225.9
54365,20220903013410,33.6,1025.3,82,30,9.8,1.5,10116.0
54452,20220903013410,12.2,1007.2,93,32,2.4,0.7,10313.2
54454,20220903013410,16.5,1002.8,73,207,3.4,1.2,10178.5
54455,20220903013410,21.2,1025.6,10,17,3.8,0.3,10274.5
54470,20220903013410,2.6,1025.1,30,190,4.6,0.6,10448.0
54471,20220903013410,28.6,1017.9,13,175,3.1,1.3,10221.4
54472,20220903013410,9.4,1009.5,81,149,13.0,0.0,10109.8
54476,20220903013410,3.3,1021.4,66,254,9.0,1.4,10417.5
54486,20220903013410,21.0,1018.6,65,27,13.2,0.9,10413.5
54493,20220903013410,13.3,1003.8,98,195,12.2,1.0,10179.0
54497,20220903013410,2.1,1008.4,2,320,7.1,0.5,10181.8
54563,20220903013410,3.7,1016.1,20,268,3.5,0.4,10437.0
54579,20220903013410,18.0,1001.1,91,28,8.4,0.7,10039.8
54584,20220903013410,18.7,1026.0,94,57,10.8,1.5,10209.5
54660,20220903013410,13.8,1023.7,59,157,2.8,0.7,10469.1
54662,20220903013410,0.0,1012.0,33,233,3.1,0.7,10299.2
50425,20220903013410,15.0,1009.7,70,265,4.8,0.3,10417.3
50434,20220903013410,2.5,1026.1,3,102,1.9,1.5,10199.9
50514,20220903013410,5.8,1011.5,29,42,14.7,0.2,10420.4
50527,20220903013410,29.6,1011.5,50,27,9.5,0.9,10332.0
50548,20220903013410,24.1,1007.9,55,56,7.2,1.1,10066.0
50603,20220903013410,19.3,1010.7,48,117,5.3,1.3,10061.5
50618,20220903013410,34.8,1018.2,64,72,3.9,1.5,10166.8
50632,20220903013410,23.3,1000.6,66,106,3.3,1.5,10127.0
50639,20220903013410,26.1,1009.8,27,268,3.3,1.2,10404.1
50727,20220903013410,0.9,1011.3,99,119,14.5,0.5,10011.4
50834,20220903013410,34.6,1021.7,97,45,4.6,0.3,10469.5
50838,20220903013410,8.8,1001.6,44,166,14.0,0.0,10300.6
50915,20220903013410,15.5,1022.5,39,226,12.6,0.8,10114.2
50924,20220903013410,34.5,1020.2,72,46,0.5,0.1,10055.2
52267,20220903013410,13.3,1015.8,83,92,6.5,0.3,10050.0
52495,20220903013410,20.2,1006.4,7,309,5.1,0.5,10480.4
52576,20220903013410,31.2,1009.0,21,116,13.7,0.3,10311.5
53068,20220903013410,23.4,1014.0,90,174,2.2,0.8,10162.8
53083,20220903013410,0.1,1019.5,91,161,10.3,1.2,10307.4
53149,20220903013410,14.0,1014.2,64,234,10.4,1.4,10325.0
53192,20220903013410,26.4,1016.1,64,180,3.3,0.7,10484.1
53195,20220903013410,15.4,1018.7,92,28,2.0,0.4,10059.7
53276,20220903013410,2.7,1019.6,60,92,8.1,0.9,10111.2
53336,20220903013410,18.2,1016.1,92,277,3.5,1.1,10141.3
53352,20220903013410,33.4,1011.2,80,346,9.8,0.2,10087.4
53362,20220903013410,22.9,1008.8,16,77,2.2,0.6,10356.2
53367,20220903013410,31.5,1009.2,13,17,13.8,1.2,10302.6
53391,20220903013410,22.3,1012.3,67,207,0.1,0.6,10370.2
53446,20220903013410,7.6,1015.5,62,356,14.2,0.4,10376.9
53463,20220903013410,7.9,1001.7,22,108,11.5,1.2,10342.6
53480,20220903013410,1.7,1004.4,36,232,8.6,1.5,10103.2
53502,20220903013410,29.1,1000.8,31,269,14.7,0.0,10021.7
53513,20220903013410,6.7,1007.6,27,357,7.3,0.7,10465.3
53529,20220903013410,29.3,1007.8,90,200,2.0,1.4,10189.3
53543,20220903013410,23.2,1016.9,79,257,9.3,0.9,10409.8
53547,20220903013410,14.8,1019.9,79,140,8.8,0.0,10145.1
53602,20220903013410,14.6,1011.6,20,337,11.5,0.1,10419.9
54012,20220903013410,33.2,1013.8,90,336,2.3,1.0,10173.4
54026,20220903013410,22.8,1013.5,9,73,13.9,0.2,10207.6
54027,20220903013410,21.9,1010.1,72,59,11.6,0.5,10481.6
54102,20220903013410,23.8,1015.6,42,213,7.0,0.8,10108.4
54115,20220903013410,8.0,1000.9,6,275,4.9,0.6,10312.3
54134,20220903013410,6.1,1008.6,52,19,6.7,0.0,10187.5
54135,20220903013410,29.1,1009.3,68,213,5.2,0.2,10170.3
54208,20220903013410,18.1,1006.0,45,266,0.3,0.1,10305.3
54213,20220903013410,24.4,1020.3,2,160,5.9,0.3,10415.1
54218,20220903013410,12.5,1005.3,72,114,8.0,1.1,10024.2
54226,20220903013410,34.0,1015.5,62,359,13.5,0.0,10498.6
53519,20220903013410,29.5,1019.9,18,197,1.1,0.5,10206.9
53612,20220903013410,17.6,1014.4,55,140,14.9,0.4,10282.9
53614,20220903013410,25.9,1025.0,89,121,6.8,0.0,10261.5
53615,20220903013410,16.7,1026.0,13,181,7.2,0.2,10377.8
53704,20220903013410,7.5,1021.4,67,207,2.5,1.5,10246.6
53705,20220903013410,12.9,1024.4,93,313,0.0,0.2,10287.1
53723,20220903013410,16.7,1014.4,46,289,11.9,1.0,10361.2
53806,20220903013410,18.0,1019.1,39,192,8.3,0.7,10326.1
53810,20220903013410,14.3,1024.4,8,54,3.5,1.3,10346.3
53817,20220903013410,10.1,1017.5,71,201,11.1,1.4,10184.3
53903,20220903013410,8.4,1021.7,100,170,1.7,0.1,10459.4
53910,20220903013410,14.6,1007.8,4,90,2.9,0.5,10354.5
51886,20220903013410,30.8,1017.1,22,341,12.7,0.4,10068.4
52602,20220903013410,1.0,1025.2,2,298,11.9,1.1,10440.8
52633,20220903013410,16.5,1006.7,87,132,4.9,1.3,10221.8
52645,20220903013410,10.0,1001.4,28,29,6.7,1.0,10057.3
52657,20220903013410,8.2,1018.8,19,192,12.0,0.3,10037.1
52707,20220903013410,9.7,1016.1,22,42,2.8,0.2,10279.1
52713,20220903013410,32.6,1007.7,21,221,8.6,0.6,10282.3
52737,20220903013410,13.3,1019.8,81,88,7.8,1.1,10301.2
52754,20220903013410,17.8,1015.2,61,234,1.1,1.5,10250.0
52765,20220903013410,7.2,1018.0,93,250,14.2,0.1,10301.1
52818,20220903013410,12.3,1001.9,34,152,3.8,0.1,10064.4
52825,20220903013410,21.4,1024.1,32,221,5.7,0.7,10339.6
52833,20220903013410,31.2,1021.9,39,272,5.8,0.7,10269.1
52836,20220903013410,13.9,1007.0,38,94,5.0,0.5,10185.5
52842,20220903013410,6.4,1017.1,31,197,8.7,1.5,10094.7
52856,20220903013410,33.8,1009.6,48,271,3.2,1.0,10450.4
52866,20220903013410,18.8,1004.4,35,336,1.0,0.4,10141.9
52868,20220903013410,9.4,1004.5,40,242,5.7,0.0,10063.8
52876,20220903013410,33.3,1009.2,87,172,0.5,0.0,10392.5
52908,20220903013410,14.0,1005.8,16,37,10.4,1.0,10379.8
52943,20220903013410,14.7,1022.2,86,180,3.1,1.1,10355.9
52955,20220903013410,19.3,1008.5,19,87,7.3,0.1,10231.6
52974,20220903013410,21.1,1008.1,11,238,9.3,0.4,10263.5
56004,20220903013410,15.9,1002.6,17,63,10.0,0.3,10361.7
56018,20220903013410,5.2,1024.5,82,325,13.7,0.2,10185.9
56021,20220903013410,23.6,1023.2,36,105,3.5,1.3,10081.1
56029,20220903013410,15.6,1025.7,46,268,4.8,0.4,10135.4
56033,20220903013410,16.4,1014.6,75,195,7.3,0.2,10243.9
56034,20220903013410,1.8,1005.9,52,61,11.9,0.9,10022.6
56043,20220903013410,31.4,1004.3,58,28,14.3,0.4,10207.2
56046,20220903013410,17.2,1017.7,30,38,10.9,1.4,10055.3
56065,20220903013410,20.7,1018.9,58,344,9.1,1.1,10140.6
56067,20220903013410,34.7,1009.1,38,329,0.0,1.3,10324.7
56125,20220903013410,20.7,1005.6,2,60,2.9,1.4,10291.8
56151,20220903013410,29.2,1019.0,6,192,9.9,1.0,10455.0
54715,20220903013410,9.6,1006.8,70,51,14.7,1.4,10117.6
54725,20220903013410,25.9,1018.7,79,334,14.0,0.3,10234.4
54727,20220903013410,11.4,1012.1,19,123,8.4,0.7,10239.0
54744,20220903013410,34.2,1004.8,57,346,3.0,1.4,10122.6
54751,20220903013410,34.3,1025.7,82,23,6.7,0.2,10275.3
54753,20220903013410,23.3,1012.1,94,355,4.5,1.1,10337.3
54764,20220903013410,11.6,1003.8,58,167,4.7,1.5,10271.5
54774,20220903013410,13.7,1012.2,91,245,7.5,1.1,10212.0
54776,20220903013410,19.9,1025.8,76,9,6.5,0.4,10251.6
54808,20220903013410,22.6,1008.9,99,160,14.2,1.5,10436.2
54823,20220903013410,28.0,1005.4,70,214,10.3,1.5,10360.9
54826,20220903013410,24.6,1010.9,96,221,5.3,1.0,10265.5
54836,20220903013410,34.1,1020.5,16,8,4.8,1.4,10232.4
54842,20220903013410,3.5,1019.3,63,306,5.9,1.2,10368.3
54843,20220903013410,24.0,1024.6,7,268,7.0,1.1,10221.6
54857,20220903013410,6.6,1009.6,16,247,11.1,0.7,10410.9
54863,20220903013410,3.2,1002.1,41,345,8.6,1.1,10262.5
54909,20220903013410,9.6,1014.2,15,59,4.5,1.2,10022.6
54916,20220903013410,27.3,1002.6,97,358,14.7,1.4,10223.2
54929,20220903013410,15.2,1026.2,62,75,3.8,0.5,10426.8
54936,20220903013410,2.1,1006.7,36,268,4.5,0.7,10065.6
54945,20220903013410,24.5,1010.4,51,287,8.1,0.8,10445.1
58034,20220903013410,32.0,1002.8,69,44,8.4,0.9,10307.5
53478,20220903013410,29.8,1014.6,42,342,5.3,0.3,10014.2
53487,20220903013410,14.1,1009.4,25,315,12.8,0.3,10141.1
53490,20220903013410,8.3,1006.4,29,236,12.3,0.2,10440.6
53564,20220903013410,0.5,1015.0,94,136,14.0,0.6,10263.2
53578,20220903013410,28.1,1008.6,67,57,5.4,1.2,10008.5
53579,20220903013410,32.1,1024.5,62,102,10.1,0.5,10437.2
53588,20220903013410,21.7,1008.5,14,244,14.1,1.3,10086.5
53594,20220903013410,31.7,1025.9,88,34,11.9,0.0,10275.7
53663,20220903013410,18.8,1026.1,35,145,2.9,0.4,10290.0
53664,20220903013410,0.3,1019.0,6,124,2.5,0.2,10494.5
53673,20220903013410,34.6,1008.2,96,257,0.8,0.4,10292.0
53687,20220903013410,13.7,1019.4,26,76,2.8,0.8,10459.3
53764,20220903013410,12.7,1010.2,5,0,14.5,1.4,10306.8
53772,20220903013410,15.7,1003.6,92,169,0.3,0.4,10217.4
53775,20220903013410,30.9,1012.4,52,169,12.6,1.0,10032.9
53787,20220903013410,18.3,1025.9,33,58,6.5,0.6,10039.0
53853,20220903013410,19.2,1008.4,50,344,2.3,1.3,10187.2
53859,20220903013410,4.6,1020.6,54,156,3.9,0.4,10148.6
53863,20220903013410,4.3,1007.9,11,325,11.3,0.9,10181.8
53868,20220903013410,27.1,1014.1,7,148,2.2,0.2,10214.7
53877,20220903013410,30.9,1020.5,26,22,2.5,1.0,10324.7
53882,20220903013410,6.7,1010.1,35,149,2.9,0.7,10023.0
53884,20220903013410,17.7,1012.8,23,5,3.0,0.0,10003.0
53959,20220903013410,22.1,1015.2,78,105,11.1,0.3,10306.3
53963,20220903013410,2.6,1000.9,85,235,7.4,0.1,10375.9
53968,20220903013410,10.3,1006.5,89,252,11.9,1.4,10186.9
53975,20220903013410,0.2,1003.2,92,81,9.7,0.9,10219.2
57052,20220903013410,14.8,1000.5,77,233,14.9,0.2,10144.0
53646,20220903013410,21.3,1015.4,77,168,6.3,0.5,10174.1
53651,20220903013410,23.1,1019.7,33,71,6.0,1.2,10392.7
53725,20220903013410,5.6,1002.7,22,139,11.1,0.8,10175.9
53735,20220903013410,23.0,1022.7,87,208,2.9,1.1,10090.4
53738,20220903013410,4.8,1013.6,24,63,6.0,0.4,10280.9
53740,20220903013410,20.5,1011.8,67,344,13.7,1.5,10118.1
53754,20220903013410,31.7,1026.0,4,166,2.2,0.8,10282.7
53845,20220903013410,15.4,1001.3,11,266,6.7,0.9,10380.8
53854,20220903013410,5.5,1013.4,100,20,3.7,1.4,10465.8
53929,20220903013410,25.3,1009.6,68,33,14.1,1.3,10059.3
53942,20220903013410,26.1,1002.8,46,236,11.4,1.2,10311.0
53948,20220903013410,22.0,1006.4,66,22,6.2,1.1,10025.9
53955,20220903013410,14.4,1024.6,7,98,9.2,0.5,10329.8
57003,20220903013410,15.3,1019.9,35,317,0.8,0.5,10253.5
57025,20220903013410,18.5,1010.5,93,68,2.9,0.9,10327.5
57028,20220903013410,6.0,1002.4,13,53,11.5,0.1,10333.7
57030,20220903013410,34.3,1020.9,28,170,3.1,1.3,10016.2
57034,20220903013410,30.3,1004.0,52,275,2.2,1.3,10247.4
57037,20220903013410,14.1,1014.5,87,29,8.3,0.6,10009.8
57046,20220903013410,23.9,1021.7,16,299,10.8,1.5,10307.0
57048,20220903013410,19.0,1008.6,53,234,6.2,0.7,10229.2
57049,20220903013410,16.0,1018.0,7,111,10.5,0.5,10136.7
57106,20220903013410,30.5,1004.0,63,329,3.5,0.8,10346.7
57124,20220903013410,6.8,1001.9,50,334,9.8,0.4,10351.9
57127,20220903013410,31.2,1006.0,39,32,10.3,0.6,10176.1
57131,20220903013410,5.2,1024.1,53,213,13.8,1.0,10011.1
57134,20220903013410,21.1,1021.2,63,55,6.2,0.8,10393.4
57140,20220903013410,23.7,1005.7,77,170,10.3,0.9,10102.4
57143,20220903013410,28.6,1006.3,51,281,14.0,0.4,10376.0
57144,20220903013410,25.9,1002.2,81,122,0.6,0.4,10077.9
57154,20220903013410,7.8,1001.4,12,260,1.4,0.1,10454.9
57211,20220903013410,8.3,1015.7,2,120,2.2,0.5,10486.1
57232,20220903013410,20.4,1003.9,61,319,14.9,0.6,10021.9
57238,20220903013410,13.0,1015.8,87,254,13.5,0.6,10179.3
57245,20220903013410,5.1,1021.5,25,256,0.1,0.3,10154.8
57343,20220903013410,18.3,1008.6,93,256,1.0,0.5,10024.4
58362,20220903013410,31.1,1005.9,80,210,13.0,0.7,10137.9
56038,20220903013410,27.4,1012.7,35,222,5.5,1.2,10155.6
56079,20220903013410,4.9,1008.0,58,324,14.5,1.3,10343.0
56144,20220903013410,12.7,1010.0,49,94,3.1,0.9,10179.7
56146,20220903013410,22.5,1008.3,40,156,11.5,0.2,10011.2
56152,20220903013410,21.6,1009.5,33,149,6.2,1.0,10363.8
56167,20220903013410,1.3,1025.8,61,231,13.0,1.3,10324.9
56172,20220903013410,6.1,1002.5,16,197,12.0,0.0,10201.7
56173,20220903013410,27.0,1012.4,7,36,14.9,0.9,10029.8
56178,20220903013410,27.1,1015.5,16,74,2.7,0.7,10023.8
56182,20220903013410,26.9,1011.8,95,190,0.3,1.0,10125.9
56187,20220903013410,7.3,1010.3,18,341,7.3,0.9,10428.9
56188,20220903013410,6.8,1003.1,35,300,1.2,0.0,10466.5
56196,20220903013410,7.7,1015.2,73,178,0.2,1.5,10093.1
56247,20220903013410,31.6,1013.4,88,223,4.9,1.3,10409.8
56251,20220903013410,9.4,1020.0,57,238,6.3,1.3,10195.6
56257,20220903013410,22.4,1017.0,43,173,6.3,0.4,10007.4
56287,20220903013410,32.4,1001.8,82,139,0.5,0.9,10067.8
56357,20220903013410,20.0,1008.8,14,291,12.7,0.4,10218.6
56374,20220903013410,7.6,1023.0,50,341,7.5,1.3,10415.2
56385,20220903013410,23.5,1017.7,72,178,14.5,1.3,10373.6
56386,20220903013410,11.0,1009.1,97,66,0.9,0.9,10356.3
56459,20220903013410,3.2,1012.4,47,43,12.9,0.3,10370.5
56462,20220903013410,26.1,1009.8,83,58,4.8,1.1,10034.2
56475,20220903013410,23.8,1024.2,92,75,7.6,0.2,10265.9
56479,20220903013410,7.5,1010.7,9,204,6.8,1.2,10335.4
56485,20220903013410,12.2,1013.0,100,143,12.1,0.5,10177.1
56492,20220903013410,7.7,1000.8,86,230,2.1,1.1,10383.7
56565,20220903013410,29.2,1006.4,20,177,14.8,0.2,10455.1
56571,20220903013410,11.7,1011.1,58,228,10.5,0.5,10221.4
56666,20220903013410,32.4,1001.8,55,264,10.8,0.1,10022.7
56671,20220903013410,17.4,1018.0,19,233,6.0,0.3,10494.6
57206,20220903013410,2.1,1021.5,96,285,13.1,0.6,10238.2
57237,20220903013410,16.9,1024.4,68,77,10.7,1.2,10411.0
57306,20220903013410,9.7,1006.9,43,340,6.7,0.0,10010.8
57313,20220903013410,1.8,1024.7,97,120,10.4,0.6,10185.1
57314,20220903013410,27.3,1025.5,93,148,4.7,0.7,10100.3
57328,20220903013410,17.9,1014.8,9,202,3.4,1.1,10314.7
57405,20220903013410,29.3,1002.8,78,309,4.7,0.3,10448.4
57411,20220903013410,17.0,1001.7,99,215,7.1,0.3,10288.9
57503,20220903013410,26.4,1000.6,5,213,8.3,0.0,10137.0
57604,20220903013410,8.9,1008.3,100,323,8.8,1.1,10207.6
57608,20220903013410,13.2,1012.6,98,47,8.9,0.6,10315.6
54525,20220903013410,9.9,1005.2,30,348,11.4,0.4,10258.9
54527,20220903013410,28.6,1012.5,63,136,8.8,0.2,10177.8
54623,20220903013410,2.5,1006.7,55,24,9.7,0.1,10158.1
55228,20220903013410,26.9,1011.4,98,120,10.0,1.4,10087.9
55248,20220903013410,19.7,1026.2,8,303,11.9,0.9,10341.4
55279,20220903013410,26.4,1012.4,47,163,14.6,0.0,10330.2
55294,20220903013410,19.5,1023.8,53,128,14.0,1.5,10223.2
55299,20220903013410,8.8,1005.4,85,114,8.1,1.3,10359.8
55437,20220903013410,2.0,1009.7,15,55,14.9,0.6,10491.0
55472,20220903013410,33.1,1005.3,54,126,8.4,0.7,10162.1
55493,20220903013410,24.2,1019.6,22,284,8.9,1.3,10150.5
55569,20220903013410,15.2,1013.9,39,330,14.9,1.0,10236.6
55578,20220903013410,24.6,1018.1,33,185,8.3,0.2,10256.7
55585,20220903013410,25.2,1016.4,4,223,8.9,0.1,10355.4
55591,20220903013410,21.8,1017.3,92,163,2.2,0.4,10257.3
55598,20220903013410,9.1,1018.4,94,287,7.4,1.1,10110.1
55655,20220903013410,3.1,1009.7,67,77,1.3,1.4,10426.4
55664,20220903013410,11.0,1022.4,16,164,2.5,0.7,10335.5
55680,20220903013410,9.4,1022.8,2,348,13.8,0.0,10388.5
55681,20220903013410,18.8,1000.3,65,98,9.7,0.5,10243.1
55690,20220903013410,32.4,1013.7,95,326,4.9,0.9,10274.0
55696,20220903013410,33.0,1024.6,27,332,6.2,0.9,10422.6
55773,20220903013410,17.2,1003.7,88,75,4.2,0.4,10434.4
56106,20220903013410,15.2,1014.2,88,25,14.0,1.5,10040.2
56116,20220903013410,9.1,1006.2,49,289,0.4,0.7,10444.4
56137,20220903013410,14.5,1011.1,12,221,1.9,0.5,10213.4
56202,20220903013410,18.1,1018.1,82,162,4.5,0.4,10055.5
56223,20220903013410,28.3,1011.4,21,201,9.1,1.2,10183.5
56227,20220903013410,18.8,1019.5,43,252,12.8,0.2,10458.0
56312,20220903013410,19.6,1004.7,42,350,4.5,0.9,10448.3
56331,20220903013410,21.5,1008.0,97,169,2.3,0.5,10205.9
56434,20220903013410,5.7,1019.5,49,149,6.1,0.4,10084.5
51053,20220903013410,28.2,1011.7,1,38,4.8,1.4,10058.2
51059,20220903013410,19.5,1017.7,97,344,7.6,0.5,10432.5
51060,20220903013410,22.8,1007.0,19,261,13.3,0.7,10242.8
51068,20220903013410,13.3,1020.8,14,127,0.0,0.1,10054.9
51076,20220903013410,33.7,1020.8,19,258,6.8,0.3,10483.8
51087,20220903013410,28.2,1019.8,20,126,5.2,1.1,10139.4
51133,20220903013410,17.8,1014.9,18,145,9.7,0.8,10176.5
51156,20220903013410,17.4,1021.2,89,190,0.5,0.5,10357.3
51186,20220903013410,21.4,1015.1,7,171,4.9,1.3,10412.5
51232,20220903013410,17.5,1021.3,99,187,11.3,0.1,10299.9
51238,20220903013410,31.0,1021.1,49,137,14.0,1.3,10112.3
51241,20220903013410,12.4,1019.5,53,271,11.4,0.4,10215.7
51243,20220903013410,21.7,1017.8,33,170,10.9,0.6,10107.9
51288,20220903013410,33.9,1010.2,44,20,11.5,0.9,10225.1
51330,20220903013410,10.3,1011.5,58,305,9.8,0.1,10280.4
51334,20220903013410,15.1,1021.9,1,310,8.2,0.4,10362.6
51346,20220903013410,3.4,1006.9,64,8,8.7,1.5,10088.1
51358,20220903013410,24.4,1022.8,53,338,0.5,1.1,10365.3
51365,20220903013410,19.9,1011.5,11,282,10.2,0.7,10498.0
51367,20220903013410,5.6,1009.9,94,70,10.0,0.1,10401.0
51379,20220903013410,11.6,1024.7,23,259,9.1,1.3,10244.9
51431,20220903013410,26.9,1012.0,51,126,12.3,1.4,10315.6
51433,20220903013410,26.1,1010.1,28,233,14.1,0.5,10434.6
51437,20220903013410,34.9,1024.8,55,135,3.4,1.1,10132.7
51463,20220903013410,27.2,1009.9,7,317,4.1,0.4,10154.6
51467,20220903013410,7.9,1006.2,48,204,10.4,0.9,10457.6
51469,20220903013410,24.9,1021.3,80,70,0.4,0.2,10059.7
51470,20220903013410,31.7,1010.0,72,72,0.5,0.9,10297.9
51477,20220903013410,34.5,1007.5,26,345,6.9,0.7,10413.0
51495,20220903013410,34.2,1019.8,43,257,8.2,0.2,10021.3
51526,20220903013410,17.5,1014.9,5,188,14.3,1.1,10238.6
51542,20220903013410,16.0,1006.6,47,217,3.8,0.5,10030.8
51567,20220903013410,22.3,1020.7,82,134,6.7,1.4,10416.7
51573,20220903013410,34.2,1003.4,55,232,10.2,0.5,10476.4
51581,20220903013410,3.2,1017.7,12,63,7.8,0.0,10407.5
51628,20220903013410,26.0,1009.8,75,241,9.5,0.0,10279.9
51633,20220903013410,20.9,1000.4,64,341,3.4,0.4,10429.1
51639,20220903013410,6.3,1005.2,28,252,4.3,1.0,10055.9
51642,20220903013410,33.5,1000.6,47,44,1.8,0.5,10412.5
51644,20220903013410,28.9,1007.7,4,190,8.1,1.4,10027.0
51655,20220903013410,15.9,1013.9,14,143,4.4,0.4,10385.3
51656,20220903013410,23.8,1001.8,61,103,7.5,0.3,10454.5
51701,20220903013410,17.3,1007.6,25,218,10.2,1.4,10219.1
51704,20220903013410,28.6,1010.5,63,171,0.9,0.9,10370.1
51705,20220903013410,21.3,1020.4,37,228,10.4,0.1,10417.6
51709,20220903013410,7.1,1018.2,77,210,5.2,0.8,10454.1
51711,20220903013410,31.2,1000.8,46,269,9.9,1.4,10119.3
51716,20220903013410,20.9,1014.7,23,216,7.4,0.0,10472.3
51720,20220903013410,31.2,1013.8,93,84,10.3,1.2,10453.7
51730,20220903013410,32.7,1025.1,78,137,1.1,1.3,10449.7
51747,20220903013410,13.2,1003.1,5,3,7.4,0.2,10123.9
51765,20220903013410,17.1,1025.7,65,209,6.4,0.6,10252.4
51777,20220903013410,2.8,1010.2,58,223,7.7,1.0,10030.2
51804,20220903013410,7.2,1018.7,45,199,1.4,0.9,10434.1
51810,20220903013410,10.0,1008.4,36,88,12.5,0.0,10324.3
51811,20220903013410,22.0,1012.4,29,146,6.6,1.2,10228.0
51818,20220903013410,34.4,1006.7,67,291,0.6,0.3,10233.9
51828,20220903013410,29.7,1003.2,47,16,1.0,0.2,10139.8
51839,20220903013410,12.7,1003.9,5,191,14.3,0.4,10249.4
51855,20220903013410,12.4,1011.4,28,279,7.8,0.8,10019.7
51931,20220903013410,28.8,1003.7,54,326,13.5,1.1,10058.0
52101,20220903013410,9.3,1017.2,49,255,12.6,0.2,10389.0
52112,20220903013410,30.8,1015.2,1,136,0.1,0.8,10350.1
52118,20220903013410,1.0,1012.1,12,276,8.0,1.0,10246.9
52203,20220903013410,3.3,1023.1,33,166,9.9,0.2,10022.4
52313,20220903013410,11.1,1013.9,36,157,10.8,1.1,10289.7
56444,20220903013410,14.5,1020.5,98,145,6.9,0.5,10476.7
56533,20220903013410,20.3,1004.3,62,168,0.0,0.8,10432.7
56543,20220903013410,3.9,1020.3,72,73,11.1,1.1,10148.7
56548,20220903013410,28.8,1016.1,37,226,10.1,1.1,10269.1
56586,20220903013410,1.8,1001.9,30,136,3.9,0.2,10005.8
56643,20220903013410,32.8,1008.0,17,252,7.8,0.5,10408.1
56651,20220903013410,5.5,1020.4,89,113,1.7,1.5,10386.5
56664,20220903013410,29.1,1014.9,10,83,10.8,1.4,10191.4
56684,20220903013410,27.3,1016.9,66,282,2.8,0.2,10155.4
56739,20220903013410,24.8,1010.9,46,61,10.1,0.1,10071.5
56748,20220903013410,5.5,1003.7,18,182,14.8,1.3,10481.0
56751,20220903013410,23.2,1020.1,86,308,13.3,1.1,10085.0
56763,20220903013410,26.0,1002.1,33,74,6.2,0.2,10259.7
56768,20220903013410,31.4,1016.6,48,112,2.3,1.2,10234.6
56778,20220903013410,34.6,1014.4,60,356,0.4,1.3,10189.8
56786,20220903013410,13.4,1012.9,47,70,5.3,1.2,10408.0
56838,20220903013410,3.4,1012.9,62,141,2.0,0.5,10161.9
56856,20220903013410,10.4,1009.3,64,157,4.2,0.3,10038.2
56872,20220903013410,22.4,1000.7,37,129,11.9,0.3,10132.3
56875,20220903013410,16.5,1011.1,18,65,1.3,1.1,10159.4
56886,20220903013410,12.3,1012.9,66,56,2.8,1.0,10426.5
56946,20220903013410,29.8,1006.7,73,257,6.7,0.7,10351.0
56950,20220903013410,8.5,1023.0,57,264,10.8,0.8,10259.9
56951,20220903013410,23.9,1015.7,13,312,2.0,0.1,10363.5
56954,20220903013410,9.6,1020.1,78,1,4.8,1.0,10348.3
